영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
415980,광시곡,광시곡,2001-02-10,"현존하는 최고의 군사전문가 오탄 중령의 진두지휘 아래 모인 7명의 최정예 테러진압부대 전갈 A팀. 그들은 모두 각분야에서 최고의 솜씨를 자랑하는 베테랑들로 국가로부터 선발된 요원들이다. 테러진압, 인질구출 등 국가의 안보를 위협하는 모든 범죄에 투입되어 많은 공을 세운 A팀에게 국가는 ""유노디어(UNODIR:Unless Otherwise Directed)""라는 특별 명령권을 부여한다. ""유노디어(UNODIR)""! 그 어떤 상부의 지시없이 A팀 스스로 작전을 수행할 수 있는 특권. 소나기가 내리던 어느 날, 세계 최고의 보안을 자랑하던 국방과학연구소에서 신무기 개발 프로젝트 및 신 미사일 개발 설계도 등 국가 일급기밀이 탈취당하는 사건이 발생하자, 군첩보부는 곧바로 조사에 착수하게 된다. 조사에 착수한 첩보부는 일급기밀이 그 어떤 단서도 없이 완벽히 탈취당한 점으로 미루어 탈취사건의 초점을 일단 군 내부로 돌리고 독자적인 작전수행권을 갖고 있는 A팀을 첫 번째 표적으로 지목한다. 당시 팀에서 실질적으로 ""유노디어""를 실행할 수 있었던 부팀장 강민식에게 수사의 초점이 모아지지만, 사건 당일 A팀의 알리바이는 민식의 여동생 지영의 증언으로 입증되고 사건은 점점 미궁 속으로 빠져든다. 치료를 끝내고 팀으로 복귀한 유성준, 국방과학연구소 침투사건을 독자적으로 조사해 오던 성준은 A팀의 알리바이를 증언한 지영에게 의도적으로 접근하지만 사건은 점점 수수께끼처럼 꼬여만 간다. 한편 정체불명의 괴한들에 의해 지영과 A팀의 가족들은 죽음의 위협을 받게 되고 A팀원들은 시시각각 자신들을 향해 다가오는 죽음의 그림자를 느끼게 되는데...","스릴러, 액션, 드라마",,,https://image.tmdb.org/t/p/w500/pr3MnaU7bgQsxRjiKqWcxaSQfZe.jpg,103,0,0,0.21,Jang Hoon,"장동직, 김유석, 박예진, Jeong Bong-yeon"
416354,턴 잇 업,턴잇업,2001-02-16,"힙합을 소재로 한 댄스 영화.  교복 냄새가 짙은 이곳은 어느 고등학교 교실.. 책상을 모두 밀어 놓고 학생들이 열심히 춤을 추고 있다. 아마도 내기를 한 듯. 역시나, 철민이가 모두를 누르고 오늘의 챔피언이 되었다. 내기에서 딴 돈을 다시 돌려주고 철민이는 사뭇 으쓱해 한다. 같은반 친구인 소연이가 보란듯이. 철민이는 소연이를 좋아한다. 그런 철민이의 마음을 알지만 소연이의 마음은 오매불망 선범이에게 가있다. 선범이가 자신을 소리개 감으로 밖에는 여기지 않는것도 모르면서. 힙합프로댄스팀 '볼케이노' 멤버인 선범이는 힙합 그룹의 댄싱팀으로 청소년들 사이에서 상당한 인기를 끌고 있다.  공연을 마치고 소연이를 찾아온 선범은 자신이 다른 여자친구를 사귀고 있었음을 알고있는 소연이에게 무시를 당하고 자연스럽게 소연과 철민은 순수한 사랑을 나누게 된다. 철민이가 선범이에게 당했다는 것을 안 상교는 친구들과 선범이를 찾아가 쇼다운을 걸어 베틀을 겨룬다. 국내 최고라고 자부하던 선범이를 무참하게 쓰러뜨린 상교는 사실, 미국에서 힙합을 배운 실력파 댄서이다. 청소년 힙합대회가 벌어진다는 학교 소식란을 듣고 상훈과 어렵게 친해진 대통령 딸 보경은 친구들과 같이 참가신청을 한다. 모든 친구들의 열의와 노력으로 힙합대회 준비는 이뤄지고, 힙합그룹의 오프닝 공연으로 청소년 힙합대회는 시작되는데.",드라마,,,https://image.tmdb.org/t/p/w500/kfac4mAHjiVRofwW5LpfWBxHaEt.jpg,89,0,0,0.0627,강용규,"이돈구, Won So-yeon, Yi Sang-hun, Nam Sang-gyo"
40118,천사몽,천사몽,2001-02-17,"테러 진압 대원인 성진(여명)은 시공간 이동 장치를 통해 '딜문'의 전사 '딘'이었던 자신의 전생을 알게 된다. 엄격한 신분사회인 딜문에서 로제 공주(박은혜)와 이루어지지 못한 사랑을 하고 함께 죽음을 맞았었다. 성진은 로제의 생명을 되돌리고, 딜문에 갇혀 현생으로 돌아오지 못하는 그녀를 구하기 위해 다시 딜문으로 간다.","드라마, 액션, SF, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/dntsPRUMm7hOd7F2LpJSvanYREc.jpg,108,3.3,7,1.0298,Park Hee-jun,"여명, 이나영, 박은혜, 윤태영"
200977,클럽 버터플라이,클럽 버터플라이,2001-03-03,"경과 혁은 유치원에 다니는 아들을 둔 30대의 평범한 맞벌이 부부. 정신없이 지나가던 일상... 문득 性의 딜레마가 이들을 잠식하기 시작한다. 혁은 아내와 섹스가 하고 싶다. 그러나 아내는 잠만 잔다. 맘도 몰라주는 아내가 야속하기만 한데... 아내 경도 남편과 섹스가 하고 싶다. 그런데 남편은 눈치 없이 피곤할 때만 하자고 한다. 급기야 경은 둘만의 여행을 떠나자고 제안한다. 우는 아내인 숙을 사랑(?)한다. 숙도 남편인 우를 사랑(?)한다. 이들에게 섹스란 행복의 보고이다. 이들은 정기적으로 다른 사람의 아내와 남편과 섹스를 즐긴다. 대신 정해진 룰은 반드시 지킨다. 은근한 불빛, 와인한잔... 혁과 경은 오랫만에 신혼기분을 내려하는 데... 혁은 여전히 아내와의 섹스가 고민이다. 어느 날부터 혁은 클럽 “버터플라이” 란 곳으로부터 부부교환섹스. 즉 스와핑을 권하는 이메일을 받기 시작한다.",드라마,South Korea,,https://image.tmdb.org/t/p/w500/79PI38JX2bP0lyfZ3YVRcU7Ohhn.jpg,96,4.2,4,0.9369,Kim Jae-soo,"김영호, 배수빈, Hyun-hee Kim, Ni-ta Ah"
730575,그녀에게 잠들다,그녀에게 잠들다,2001-03-17,"세상을 피해 한 바닷가 마을의 폐선에서 혼자 살아가는 재모(이주현 분). 그 조용한 일상에 어디서 왔는지 모르는 수빈(김태연 분)이 찾아든다. 육체적으로 시작된 사랑은 서로의 눈을 통해 같은 깊이의 아픔 바라보게 되면서 점점 짙어진다. 어느 날 수빈은 재모의 집에서 습작된 악보뭉치를 발견하게 되고 그의 꿈이 작곡가 였음을 알게 된다. 그의 꿈을 이루어주기 위해 서울로 다시 돌아갈 결심을 하는 수빈은 자신이 그토록 싫어하던 곳이건만, 이젠 재모와 함께 한다는 생각에 즐겁기만 하다.  수빈은 친구 영희(권민중 분)의 집에서 머물며 재모의 음악을 데모테입으로 만들어 음반사에 돌리기 시작한다. 그러나 냉담한 거절과 차가운 비난이 계속되자 점점 불안해지고... 수빈은 재모의 음악성을 인정하지 않는 대상들에게 거침없는 행동을 한다. 수빈의 광기는 쉽게 가시지 않고 이를 바라보는 재모는 안타깝기만 하다. 어렸을 때부터 수빈과 영희의 친구였던 태식(서승준 분)은 수빈이 좋아하던 자신의 제주도 농장 집을 생각해내고 수빈과 재모에게 농장 집으로 내려가 안정을 취할 것을 제의한다. 흔쾌히 받아들이는 두 사람. 수빈과 함께 행복한 일상에 젖어든 재모는 더 이상 작곡을 하지 않는다.  자신을 떠나버리는 것들에 대한 강박관념을 가진 수빈은 재모와 오래도록 함께 하기 위해 재모와 자신의 사랑을 확인 시켜줄 아이를 갖고 싶어한다. 그러나 임신은 뜻대로 되지 않고 수빈의 임신에 대한 집착은 강해진다. 재모는 그런 수빈의 모습에서 무언가 위태로움을 느끼지만 자신이 할 수 있는 일은 아무 것 도 없다는 것에 가슴 아파한다. 드디어 임신을 한 수빈. 하지만 곧 상상임신이라는 것이 밝혀지고 심한 충격을 받은 수빈은 자해도 서슴지 않게 된다. 수빈의 증세는 갈수록 심각해지고... 어느 날 재모가 집을 비운 사이 수빈은 자신의 가슴을 도려내는 끔찍한 자해소동을 벌이고 병원으로 실려간다. 뒤늦게 이 사실을 안 재모는 병원으로 향하고 침대에 온몸이 묶인 채 누워있는 수빈을 발견하는데.",로맨스,,,https://image.tmdb.org/t/p/w500/dP16pI7PTO9MFHFV85nWwjNXb9A.jpg,100,6,1,0.791,Park Seong-il,"김태연, 이주현, 권민중, Seo Seung-jun"
99231,선물,선물,2001-03-24,무명 개그맨 정용기(이정재)와 박정연(이영애)은 결혼 3년차로 점점 부부간 다툼이 잦아진다. 벌이가 시원찮은 용기 대신 정연은 유아복 가게를 하며 생활한다. 그러던 어느 날 학철(이무현)과 학수(권해효)는 성공을 빌미로 용기에게 돈을 요구하고 용기는 돈을 마련하기 위해 정연의 가게를 담보로 대출을 받는다. 용기 대신 정연에게 돈을 요구하러 갔던 학철과 학수는 뜻하지 않게 정연의 병을 알게 된다. 학철과 학수에 의해 정연의 병을 알게된 용기는 내색은 하지 못하고 나름대로 정연을 위해 할 수 있는 일들을 찾는다. 한편 정연은 용기가 계속해서 남에게 웃음을 주는 일을 할 수 있게 하려고 개그천왕 콘테스트 담당PD의 아내를 만난다. 어쩌다 정연의 병을 알게 된 PD 아내의 부탁으로 용기는 개그천왕 콘테스트 참가 기회를 얻는다. 얼마남지 않은 아내를 위해 용기는 정연의 추억의 사람들을 찾아달라고 학철과 학수에게 부탁하고 그 과정에 그들은 정연이 평생 사랑한 상대를 찾아내는데 그 사람은 다름 아닌 용기였는데...,"드라마, 로맨스",South Korea,"Fun and Happiness Film, Cinema Service",https://image.tmdb.org/t/p/w500/p4iG41N1JRcFwaczIKPkhd0jMw6.jpg,110,6.6,12,0.853,Oh Ki-hwan,"이정재, 이영애, 권해효, Lee Mu-hyeon"
792641,아미지몽,아미지몽,2001-03-26,,,South Korea,,https://image.tmdb.org/t/p/w500/xpwAT24UyAyH5eRsKmslvhwfOjz.jpg,41,0,0,0.0414,,조승우
19635,친구,친구,2001-03-31,"준석, 동수, 상택, 중호 네 친구는 초등학교 때부터 친했던 친구들. 고등학교에 갔을 때 모범생이 된 상택과 달리 준석과 동수는 학교에서 가장 잘 싸우는 녀석들이 됐다. 아버지가 왕년에 폭력조직 보스였던 준석은 또래에서 맏형 노릇을 하고 장의사집 아들 동수는 준석의 든든한 오른팔이 된다. 어느 날 영화관에서 준석과 동수는 떼로 몰려드는 타학교 학생들과 혈전을 벌이고 퇴학당한다. 자기 때문에 벌어진 싸움이건만 평소 모범생이던 자신만 유기정학을 당하자 상택은 가출을 결심한다. 준석은 그런 상택을 만류하고 고등학교를 졸업하면서 네 친구는 각자 다른 길을 걷게 되는데...","액션, 드라마, 범죄",South Korea,"Cineline 2, Korea Pictures",https://image.tmdb.org/t/p/w500/bj5qEEQiZOAb7nF6wB9h70jHEdu.jpg,115,7,91,1.7848,곽경택,"유오성, 장동건, 서태화, 정운택"
1109064,10년의 셀프초상,10년의 셀프초상,2001-04-01,,,,,https://image.tmdb.org/t/p/w500/wr0J4QcEBijYxgsgk1pDXu0pKTe.jpg,2,0,0,0.0143,You Zie-sook,
21707,조폭 마누라,조폭마누라,2001-04-19,"조폭계의 살아있는 전설, 차은진. 가위하나로 절대 남성지대인 암흑가를 평정한 그녀지만 어린 시절 고아원에서 헤어졌던 언니에 대한 아픈 기억이 있다. 우여곡절 끝에 언니를 다시 만나지만 그녀는 이미 위암 말기 환자다. 이에 은진은, 언니의 마지막 소원을 위해 팔자에도 없는 결혼을 감행하는데... 동사무소 말단 직원으로 무려 58회의 맞선을 보고도 번번히 에프터 신청을 받지 못하는 남자 강수일. 어느 날 은진의 부하들과 우연히 마주친 그는 어리버리하게 생겼다는 이유 하나로 보스의 남편감으로 발탁(?)된다. 신부가 조폭인지도 모르고 마냥 신혼의 단꿈에 젖어있던 수일. 그러나 그런 그를 기다리는 것은 집안 살림은 고사하고 잠자리마저 거부하며 걸핏하면 발차기로 대응하는 새신부였으니...  은진은 그녀대로 조직 기반을 위해 벌이고 있는 부동산 사업 등으로 온전한 '마누라' 역할이 불가능한 가운데, 설상가상으로 언니마저 조카를 갖고 싶다는 폭탄같은 부탁을 한다.  그녀의 폭력적인 말투와 행동에 의심이 들기 시작한 수일이 결국 은진과 헤어질 결심을 하던 날 밤, 은진은 평소 자신들의 사업에 눈독을 들이던 백상어파와 대대적인 싸움을 벌인다. 싸움 도중 상대방의 공격에 은진이 유산하는 일이 발생하자 순진하기만 하던 수일의 꼭지는 180도로 돌고 마는데...","액션, 코미디",South Korea,"Hyun Jin Films, Korea Pictures, Suh Se-Won Production Co. Ltd.",https://image.tmdb.org/t/p/w500/goC6sStC6MqtYYe1ukpd4pt7bda.jpg,105,5.9,68,1.3408,Cho Jin-gyu,"신은경, 박상면, 안재모, 김인권"
1453599,단심,단심,2001-04-27,,,South Korea,,https://image.tmdb.org/t/p/w500/MJfWE6WuhqYvGr2IFT2DusS6sa.jpg,14,0,0,0.0214,Oh Cheong-geun,
18704,파이란,파이란,2001-04-28,"인천에서 3류 양아치로 전전하던 강재는 불법 테입을 유통시키다가 걸려 열흘 간의 구류를 살다 돌아올 만큼 보잘 것 없는 삼류건달. 한창 때 같이 구르던 친구 용식은 어느새 조직을 거느리고, 별볼일 없이 거추장스럽기만 한 친구 강재에게 나이트 삐끼나 서라고 한다. 그래도 고향에 배 한 척 사 가지고 돌아갈 소박하고 부질없는 꿈을 꾸는 강재. 어느 날 용식이 술을 청하던 날 밤, 그는 엄청난 사건에 휘말려 들게 된다. 자신의 꿈인 배 한 척과 남겨진 인생의 전부를 맞바꿔야 하는 강재. 그런 그에게 파이란이라는 이름을 가진 중국 여인으로부터 한 통의 편지가 배달된다.","드라마, 로맨스",South Korea,"Tube Pictures, Tube Entertainment",https://image.tmdb.org/t/p/w500/v1Kj347diqgxuROBhgWUMeyevaT.jpg,115,7.237,112,1.35,송해성,"최민식, 장백지, 손병호, 공형진"
400375,The King,더 킹,2001-05-05,"이스라엘의 제사장 사무엘은 베들레헴으로 가서 자신이 택한 소년 다윗에게 축복을 전하라는 여호와의 계시를 받는다. 8형제 중 막내인 다윗은 똘똘하고 장난기 많은 소년. 왕이 되리라는 사무엘의 예언을 전해들은 다윗은 사울 왕의 궁으로 가고, 블레셋과의 전투에 참전해 거인 골리앗을 때려 눕히는 공을 세운다.",애니메이션,"South Korea, United States of America","Toonipark, Inc., PorchLight Entertainment, High-Praise Animation",https://image.tmdb.org/t/p/w500/xcHx7RKbR0TJeuRHRVtXuVtSKCV.jpg,75,8.5,1,0.0638,Lee Chung Young,"이상훈, Hong Seong-pyo, Jang Sung-ho"
