영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1244564,아무도 모른다,아무도 모른다,2023-01-06,두 할머니는 평생을 함께한 부부이다. 하지만 사회는 그들을 부부로 허락하지 않았다. 그들은 어느 노부부와 다르지 않지만 다른 일상을 살아간다. 소박하고 따듯한 일상을 보내는가 하면 밖에서는 손을 잡는 일도 쉽지가 않다. 그러던 어느 날 할머니가 쓰러지게 된다. 법적인 제도로부터 보호받지 못하는 두 할머니에 삶에는 균열이 생긴다.,"애니메이션, 드라마, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/nhsX0n0pVOgu9Z0rg1XXIwDJYGh.jpg,8,0.0,0,0.1073,허하연,
1138223,뽀로로 20주년 스페셜: 출동! 리나왕국 대작전,뽀로로 20주년 스페셜: 출동! 리나왕국 대작전,2023-01-11,"마법의 숲에 떨어진 인형을 발견해 집으로 가져온 통통이. 그런데 그날 오후, 해가 지자 모두의 앞에서 인형이 왕자로 변한다! 자신을 보고 놀라는 모두에게 자신을 리나왕국의 왕자 ‘저스틴’이라 소개하는데...",,,,https://image.tmdb.org/t/p/w500/usQWBe6N0x060t5vqnsWGuC1nPY.jpg,46,0.0,0,0.0071,,
956795,나는 마을 방과후 교사입니다,나는 마을 방과후 교사입니다,2023-01-11,"서울 마포구 성산동 인근 성미산 마을은 꽤 알려진 25년차 공동체 마을이다. 이곳의 ‘도토리 마을 방과후’는 교사, 아이, 부모가 함께 만들며, 초등 1학년부터 6학년까지 60명의 아이들과 5명의 교사들이 먹고, 놀고, 배우며 생활한다.  갑작스레 코로나19 팬데믹이 닥치자 학교는 문을 닫았지만, 이곳은 운영시간을 늘린다. 코로나가 지속되자 방과후 교사들이 할 수 있는 건 점점 줄지만, 해야 할 일은 늘고 아이들의 일상을 지켜주기 위해 이들의 고민은 점점 더 깊어만 간다.",다큐멘터리,South Korea,,https://image.tmdb.org/t/p/w500/g414ewQV9tKOT2K9f9aeZgWsB1i.jpg,93,0.0,0,0.3878,박홍열,황다은
956720,시간을 꿈꾸는 소녀,시간을 꿈꾸는 소녀,2023-01-11,"무속인이라는 운명 대신 광고기획자를 꿈꾸며 할머니와 살던 홍성을 떠나 서울의 대학에 진학한 ‘수진’ 평일에는 대학생으로, 주말에는 무녀로 살지만 바쁜 이중생활에 점점 지쳐가는데…  타인의 꿈을 꾸던 ‘수진’에게 자신의 꿈을 선택할 시간이 다가온다.",다큐멘터리,South Korea,"Jeonju International Film Festival, Hiharbor Pictures, M-Line Distribution",https://image.tmdb.org/t/p/w500/4sfqrbWSmoRXII8t1pY0weEXwxb.jpg,111,0.0,0,0.188,Park Hyuck-jee,
1368300,일어나,일어나,2023-01-12,,공포,South Korea,Horror BBababam,https://image.tmdb.org/t/p/w500/4JbAm47XbMphrfMqeZOHcsJm58h.jpg,1,0.0,0,0.0168,,
1149443,요분질하다 들켜버린 아내친구,요분질하다 들켜버린 아내친구,2023-01-12,,드라마,,,https://image.tmdb.org/t/p/w500/qVdqQ5ijnid9hD1cOBFLnB6oYUF.jpg,0,0.0,0,0.4425,한동연,"Han Se-hee, Ha Yeon, Gil Dong, Im Tae-mok"
1069069,10일간의 애인,10일간의 애인,2023-01-12,이루지 못한 10년 전 첫사랑. 다시 나타난 그녀와 10일간의 비밀 연애. 이제 너와 함께 마침표를 찍고 싶어,로맨스,South Korea,"Road House, Kkuljam Company",https://image.tmdb.org/t/p/w500/osqXpbKzoyTYAGOEmgtID230p7M.jpg,88,5.2,9,0.6161,Lee Young-yong,"송민경, Woo Chung-hyun, Kim Do Ah, Cha Solomon"
1069020,솔캠,솔캠,2023-01-12,"태희는 혼자 백패킹을 떠난다. 산 정상에 올라 하룻밤을 묵으려고 했다. 그러나 보현을 만나고 왠지 모르는 위협을 느껴 한밤중에 산에서 내려오게 된다. 내려오는 길에 아영과 희순을 만나게 되고 다시 산을 올라 하루를 묵게 된다. 보현은 아영과 희순을 만나지만 어딘가 냉랭한 기운이 감돈다. 이상한 느낌이지만 크게 신경을 쓸 일은 아니다. 보현은 아영과 희순에게 모닥불을 피워주고 마시멜로까지 주겠다고 선의를 베푼다. 그런데 아영과 희순의 행동이 어딘가 이상하다. 보현의 핸드폰을 모닥불에 빠뜨리지 않나, 보현이 갖고 온 다트핀을 마음대로 던지는 등 보현에게 은근히 해를 끼친다. 보현은 점점 화가 쌓이지만 대수롭지 않게 넘기려고 한다.","공포, 스릴러",,,https://image.tmdb.org/t/p/w500/79hOMzHgmce8OJA1BHHdjfwzGJ0.jpg,90,3.7,3,0.7615,Choi Jae-hoo,Kwon Se Eun
1064180,별 볼일 없는 인생,별 볼일 없는 인생,2023-01-12,"과거와 현재의 선을 넘는 여자!  불운했던 과거를 뒤로하고 현모양처를 꿈꾸던 ‘이선‘.  하지만 이 세상에 제대로 된 남자는 없었다!  다시 시작하는 게 유일한 탈출구라 생각한 그녀는  위장 자살을 통해 새로운 사랑을 꿈꾼다.  하지만 어이없게도 진짜 죽음을 맞이하게 된 ‘이선‘!  숨이 멎어가는 그 순간,  과거 연애를 돌아보는 7일간의 타임슬립 문이 열리는데…","판타지, 로맨스",,,https://image.tmdb.org/t/p/w500/o02hWpxbwjF30snP7rc5zVDdo14.jpg,98,5.0,1,0.1016,Seo Dong-heon,"Jung Ga-eun, Kwak Pil je, 노진원, Na Mi-Hee"
843794,정이,정이,2023-01-12,"급격한 기후변화로 지구는 폐허가 되고 인류는 우주에 새로운 터전 쉘터를 만들어 이주한다. 수십 년째 이어지는 내전에서 윤정이는 수많은 작전의 승리를 이끌며 전설의 용병으로 거듭난다. 하지만 단 한 번의 작전 실패로 식물인간이 되고, 군수 A.I. 개발 회사 크로노이드는 그녀의 뇌를 복제해 최고의 A.I. 전투 용병 개발을 시작한다. 35년 후, 정이의 딸 윤서현은 정이 프로젝트의 연구팀장이 되어 전투 A.I. 개발에 힘쓴다. 끝없는 복제와 계속되는 시뮬레이션에도 연구에 진전이 없자, 크로노이드는 정이를 두고 또 다른 프로젝트를 준비한다. 이를 알게 된 서현은 정이를 구하기 위한 계획을 세우는데…",SF,South Korea,Climax Studios,https://image.tmdb.org/t/p/w500/qEkatvFb6hrebLBAanb25ea26yh.jpg,98,6.1,622,4.106,연상호,"강수연, 김현주, 류경수, 엄지원"
1069049,"열여덟, 어른이 되는 나이","열여덟, 어른이 되는 나이",2023-01-15,"""나한테 별로 고마워하지 않아도 돼요"" 까칠한 어른 윤서, ""한 번 쯤은 자기를 믿어주는 사람이 있으면 좋잖아요"" 꿈 없는 청년 수찬.  시청 정기간행물의 인터뷰어 '윤서'에게 사람의 온기는 한여름의 습하고 불쾌한 더위 같은 것. 그러던 어느 날, 청년 배달원 '수찬'과 실랑이를 벌이고 만다. 이후 인터뷰 자리에서 우연찮게 다시 만나게 되는데...  윤서와 수찬, 두 사람의 불편한 만남은 조금씩 서로를 건드린다.",드라마,,,https://image.tmdb.org/t/p/w500/xLyvxKHYC4RL8jasp83rQD4oHX.jpg,88,5.0,1,0.714,Joo-young,"임선우, Woo Ji-han, 이상희, 박현숙"
1063134,겨울 이야기,겨울 이야기,2023-01-18,"신상옥 감독의 유작이 된 작품이다. 아내의 죽음으로 인한 충격으로 정신을 놓은 채 치매에 걸린 노인(신구)과 그를 돌보는 며느리(김지숙), 그리고 온 가족이 겪는 고통과 갈등, 회환을 그린다. 친숙한 배우 신구와 연극계 스타 김지숙이 각각 노인과 며느리로 분해 호흡을 맞췄다. 1994년 프랑스 깐느 영화제 심사위원, 2002년 프랑스 도빌영화제 심사위원장, 뮤지컬 <누구를 위해 종은울리나> 총연출 등 영화 제작 외적으로도 활발한 활동을 펼치던 신상옥 감독은 2002년 이 작품으로 6년여 만에 영화촬영 현장으로 복귀했다. 2004년에 제작이 완료된 이 작품은 2006년 4월 신상옥 감독의 갑작스러운 별세로 인해 개봉되지 못한 채 유작으로 남았다.",드라마,,,https://image.tmdb.org/t/p/w500/8uLDhDDyTzJImKzWiJZZho2xfIl.jpg,84,4.0,2,0.3892,신상옥,"신구, Kim Ji-sook"
715253,유령,유령,2023-01-18,"1933년, 일제강점기 경성. 항일조직 흑색단의 스파이인 유령이 비밀리에 활약하고 있다. 새로 부임한 경호대장 카이토는 흑색단의 총독 암살 시도를 막기 위해 조선총독부 내의 유령을 잡으려는 덫을 친다. 영문도 모른 채, 유령으로 의심받고 벼랑 끝 외딴 호텔에 갇힌 용의자들. 총독부 통신과 감독관 쥰지, 암호문 기록 담당 차경, 정무총감 비서 유리코, 암호 해독 담당 천계장, 통신과 직원 백호. 이들에게 주어진 시간은 단 하루 뿐. 기필코 살아나가 동지들을 구하고 총독 암살 작전을 성공시켜야 하는 유령과 무사히 집으로 돌아가고 싶은 이들 사이, 의심과 경계는 점점 짙어지는데…","액션, 스릴러, 범죄",South Korea,"The LAMP, CJ Entertainment",https://image.tmdb.org/t/p/w500/yIwKMwAA3XESJSvnVnhlchVTWC9.jpg,132,6.7,47,2.7584,이해영,"설경구, 이하늬, 박소담, 박해수"
606400,교섭,교섭,2023-01-18,"분쟁지역 아프가니스탄에서 한국인들이 탈레반에게 납치되는 최악의 피랍사건이 발생한다. 교섭 전문이지만 아프가니스탄은 처음인 외교관 재호가 현지로 향하고, 국정원 요원 대식을 만난다. 원칙이 뚜렷한 외교관과 현지 사정에 능통한 국정원 요원. 입장도 방법도 다르지만,  사람은 인질을 살려야 한다는 목표를 향해 함께 나아간다. 살해 시한은 다가오고, 협상 상대, 조건 등이 시시각각 변하는 상황에서 교섭의 성공 가능성은 점점 희박해져 가는데...","액션, 스릴러, 드라마",South Korea,"Plus M Entertainment, Watermelon Pictures, One Take Film",https://image.tmdb.org/t/p/w500/uKfHNIWC8d6pcrCaduTjjetYjJw.jpg,108,5.8,53,2.649,임순례,"황정민, 현빈, 강기영, 이승철"
1413957,전설의 필살기,전설의 필살기,2023-01-19,,"코미디, 다큐멘터리, 모험, 액션, 미스터리",,FNC Entertainment,https://image.tmdb.org/t/p/w500/a3YCCL9xBwDpT6aLBkqNlqpJYTg.jpg,137,0.0,0,0.2001,,"Keeho, Theo, Jiung, Intak"
1366082,Love Letter,Love Letter,2023-01-19,,공포,South Korea,Horror BBababam,https://image.tmdb.org/t/p/w500/7nbgoxm8tP28L0YQYesw358lLH9.jpg,3,0.0,0,0.0143,,
1064734,캐리와 슈퍼콜라,캐리와 슈퍼콜라,2023-01-19,,애니메이션,South Korea,,https://image.tmdb.org/t/p/w500/1H78bzEW6yfRiAYdC1yCPWqvhj0.jpg,79,0.0,0,0.0825,Lee Choon-baek,
1063406,마법이 돌아오는 날의 바다,마법이 돌아오는 날의 바다,2023-01-23,"생각만하면 뭐든지 가질 수 있는 마법을 잃어버린 세진. 뭘 원하는지 떠오르지 않아 사라져버린 마법. 관광통역안내사 면접시험을 6시간 앞두고, 세진은 아빠를 구하러 지겨운 바다로 향한다.",애니메이션,South Korea,,https://image.tmdb.org/t/p/w500/hCxHFvg75R26ExJMrt2ptOHxTvD.jpg,24,0.0,0,0.0847,한지원,"Keum-san Kwon, Hyunmin Joo, Yeonju Lim"
1241096,사랑니(wisdom teeth),사랑니(wisdom teeth),2023-01-25,,,South Korea,Konkuk University Department of Film and Video,,13,0.0,0,0.0214,Kim Na-Yeon,"정태령, Lee Yun-Kyung"
1166425,위너 2022 콘서트 더 서클 : 더 무비,위너 2022 콘서트 더 서클 : 더 무비,2023-01-25,,다큐멘터리,South Korea,YG Entertainment,https://image.tmdb.org/t/p/w500/6MLClsgRSFH2bCB7Cbe8coQDk6w.jpg,191,0.0,0,0.2758,Jeong Chi-yeong,"김진우, 강승윤, 송민호, 이승훈"
1072856,생각 그런거 없는데요,생각 그런거 없는데요,2023-01-25,"주말, 스튜디오 촬영 현장. 배우 지우와 PD 하나가 만난다. 지우는 빨리 촬영을 끝내고 집에 가고 싶다. 하나는 무엇을 하는 걸까.",드라마,,,https://image.tmdb.org/t/p/w500/mQjCGfrgPzUESWGrHdH6bYURgGl.jpg,79,5.7,3,0.0143,하나,"Suh Ji woo, Ha NaI"
1064668,딜리버리 댄서의 구,딜리버리 댄서의 구,2023-01-25,"배달 플랫폼 딜리버리 댄서(Delivery Dancer)소속 라이더 에른스트 모는, 가상의 서울을 배경으로 끊임없이 갱신되는 배달 앱의 내비게이션 미로에 갇힌 채 질주한다. 에른스트 모는 종종 자신의 세계와 완벽하게 동일한 다른 가능세계가 누수하는 지점(들)에 다다른다. 그렇게 자기 자신과 완벽하게 동일해 보이는 상대역 개체를 만날 때마다, 에른스트 모의 세계는 조금씩 붕괴하기 시작한다.",드라마,South Korea,,https://image.tmdb.org/t/p/w500/oXclNLU6fkqOVkF967JMriqD3kR.jpg,25,0.0,0,0.0356,Kim Ayoung,
1064503,밤 산책,밤 산책,2023-01-25,"어떤 동네의 밤 풍경을 담아내는데, 그 어두운 화면은 손으로 그린 그림의 캔버스가 되기도 하고 조선시대 문인들의 시를 적는 배경이 되기도 한다. 간밤의 꿈처럼 느껴지기도 하는 영화다.",다큐멘터리,South Korea,,https://image.tmdb.org/t/p/w500/wPapamwUSa5uY8tF3vaGbVcFLzI.jpg,65,0.0,0,0.0454,Sohn Koo-yong,
1058969,漫天花雨,漫天花雨,2023-01-25,,,South Korea,,https://image.tmdb.org/t/p/w500/xjKabJKQ6NJj3zK6RGbt4LyTtsY.jpg,6,0.0,0,0.0071,Gao Wei,
1017173,엄마의 땅: 그리샤와 숲의 주인,엄마의 땅: 그리샤와 숲의 주인,2023-01-25,"눈과 얼음의 땅에서 순록과 함께 살아가는 소녀 그리샤는 원인 모를 병에 걸린 엄마를 살리기 위해 전설로 전해오는 숲의 주인을 찾아 떠난다.  북극성을 따라서 땅의 끝에 다다른 그리샤 앞에 나타난 붉은 곰! 곰은 그리샤를 깊은 동굴 속 마법의 숲으로 안내해 그녀가 선택받은 존재임을 알려주는데! 설원의 소녀, 새로운 운명을 맞이하다!",애니메이션,South Korea,Korean Academy of Film Arts,https://image.tmdb.org/t/p/w500/sdtAiQFd6OrS10MRe1ta0kvigfo.jpg,69,6.7,3,0.5635,Park Jae-beom,"김서영, 이용녀, 김예은, 강길우"
1368303,Answer,Answer,2023-01-27,,공포,South Korea,Horror BBababam,,2,0.0,0,0.0,,
1237482,터져버린 요부의 음부,터져버린 요부의 음부,2023-01-27,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/vA8c436wugYW2kAQqS8g36PWByQ.jpg,114,0.0,0,0.5344,Chal Ji-goon,"김지아, 조완진, Min Jo-ah, James"
1287947,One Like Us,One Like Us,2023-01-28,,드라마,,,,25,0.0,0,0.0,Kwangho Kim,"Dongho Lee, Myeongjun Lee, Kwangho Kim, Jihye Kim"
1075714,관계의 일변,관계의 일변,2023-02-01,"친구 간의 질투, 편의점 강도, 도피중인 커플, 강력계 형사 등을 다룬 옴니버스 영화. 경람과 진훈은 주목받는 신인 독립영화 감독과 배우이다. 친밀해 보이지만 서로에게 묘한 질투심을 느끼는 이 두 남자 앞에, 인터뷰를 위해 민서가 나타난다. 어설프지만 매력적인 민서를 사이에 두고 경람과 진훈이 경쟁하기 시작한다. 여느날과 같은 하루에 지루해하는 편의점 점장 중석. 그런 그의 편의점에 느닷없이 강도가 들이닥친다. 이런 때를 위해 본사에서 큰소리치며 홍보한 보안 시스템을 드디어 활용할 때다. 반드시 10분 안에 도착한다는 보안 요원과 10분만 버티자는 중석. 과연 무사할 수 있을까?",드라마,South Korea,CMNIX,https://image.tmdb.org/t/p/w500/SSqF275aWMe6rREZ6QtzPr1daV.jpg,94,5.0,1,0.4301,Kim Ki-rim,"Yoon Yeong-gyun, 류준열, Byeon Esther"
1063453,방탄소년단: 옛 투 컴 인 시네마,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,ARMY의 함성과 함께 전 세계 229개 국가/지역에서 즐긴 방탄소년단의 콘서트 ‘BTS in BUSAN’  생중계에서는 만날 수 없었던 멤버들의 클로즈업뷰와 공연 전체를 3면 스크린으로 담아 다채로운 앵글을 그려내는 스크린X 히트곡 무대 릴레이와 최초 공개 퍼포먼스를 가장 완벽히 즐기는 4DX까지!,"음악, 다큐멘터리",South Korea,"Big Hit Entertainment, CJ 4DFLEX, HYBE, ScreenX Studio",https://image.tmdb.org/t/p/w500/mdlOGMgN5pxILT1vilihhFDhfGb.jpg,103,8.301,103,2.2298,오윤동,"RM, 진, 슈가, 제이홉"
977155,마루이 비디오,마루이 비디오,2023-02-01,국내에서 일어난 사건 영상 중 그 수위가 높아 외부로 유출되면 안 되는 영상물 마루이 비디오. 검찰청 지하 보관소에 봉인된 비디오에 대한 소문을 들은 김수찬 PD는 이를 입수해 다큐멘터리를 제작하기로 하는데… 영상 속에 담긴 1992년 동성장 여관방 살인사건과 1987년 아미동 일가족 살인사건의 진실은 과연 무엇인가?,"미스터리, 공포, 스릴러",South Korea,CJ CGV,https://image.tmdb.org/t/p/w500/oVWfkaztIW6QEJlBJ66kYpi9Nmj.jpg,87,6.0,22,1.4224,Yun Jun-hyung,"서현우, Jo Min-kyoung, Seong Hyeok, 안민영"
1237499,스와핑: 2대1,스와핑: 2대1,2023-02-02,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/nNge2mYVnoRe3ss8vjWpRHIY4bz.jpg,71,0.0,0,0.2602,Jo Hwi-woon,"Ha Yeon, Seon Yool, Si Woo, Im Tae-mok"
1237496,나는 아빠의 여자,나는 아빠의 여자,2023-02-02,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/cgVmtVbIEeVV3sTY8unUJmEoNlZ.jpg,102,0.0,0,0.3471,Sung Yi-sung,"김지아, 한예지, Si Woo, Lee Do-jin"
1237493,옷 잘 벗는 가정부,옷 잘 벗는 가정부,2023-02-02,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/wNsftM5GmdGZGOWtkAFnH64HrPj.jpg,92,0.0,0,0.9741,Kim Mo-ri,"지원, Min Jo-ah, 우열, Yoon Taek-seung"
1368304,Peeking,Peeking,2023-02-03,,공포,South Korea,Horror BBababam,,2,0.0,0,0.0,,
1237505,남사친과 유부녀의 정사,남사친과 유부녀의 정사,2023-02-03,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/ov5yZU0tqEq1sk4FhCxTP753l6Z.jpg,62,0.0,0,0.8359,Chun Sung-joon,"So Ra, Lee Ah-in, Hae Il, Ji Min-iI"
1234000,시아버지를 농락한 며느리,시아버지를 농락한 며느리,2023-02-03,,드라마,South Korea,,https://image.tmdb.org/t/p/w500/mS6HAX7pVfSJCDgwFDusEXvazHh.jpg,75,0.0,0,0.5072,신세계,"Jin Seo-yool, Cha Myung-Hoon, 지원"
1231767,교환아내 2,교환아내 2,2023-02-03,,"로맨스, 드라마",South Korea,,https://image.tmdb.org/t/p/w500/9ZzZUuMNoCRdPpNrSKYZSvRzc5w.jpg,89,0.0,0,2.3646,Lee Si-young,"이수, Do Hee, 조완진, Min Jo-ah"
1099639,50대 묵은지 장모님의 유혹,50대 묵은지 장모님의 유혹,2023-02-03,,"로맨스, 드라마",South Korea,,https://image.tmdb.org/t/p/w500/w4NBXeIu5wR8RZmw3Apq6pw72tB.jpg,74,8.1,6,1.7568,김태훈,"Ahn So-hee, Jeon Eun-jin, Han Seok-bong, 조완진"
1081480,고양막걸리 사수 대작전,고양막걸리 사수 대작전,2023-02-08,"박정희 대통령은 군 사령관으로 전국을 다니면서 여러 지역의 많은 막걸리들을 먹어봤지만 고양에서 생산되는 막걸리를 가장 좋아하여 대통령이 된 후에도 매주 두말씩 고양 막걸리를 청와대에 납품받아 마셨다고 한다. 북한의 최고 지도자였던 김정일 위원장도 고양 막걸리 맛을 궁금해해서 정주영 현대그룹 회장이 1998년에 천여마리의 소들을 데리고 방북할 때 이 고양 막걸리 수십박스를 가지고 갔으며, 이 후에도 비공식 라인으로 계속 고양 막걸리를 받아서 즐겨 마셨다고 한다. 남과 북의 최고 지도자들이 동시에 사랑했던 고양 막걸리에서 창작이 가미된 이야기를 그려보고자 한다.","액션, 코미디",,,https://image.tmdb.org/t/p/w500/k8tblWgdIHyJMQLVUcK9M73S5fH.jpg,0,5.0,1,0.0887,Yoon Yeo-chang,주성환
1073274,우리 사랑이 향기로 남을 때,우리 사랑이 향기로 남을 때,2023-02-08,"삶에 치여 제대로 된 연애 한 번 못해본 남자 ‘창수’(윤시윤) 낯선 이에게 받은 향수를 뿌리자마자 여자들이 달려든다?!  가족에 치여 누굴 좋아해본 적도 없는 것 같은 여자 ‘아라’(설인아) 어느 날, 매일같이 타던 버스에서 나는 향기에 두근대기 시작한다  ‘창수’에게 이끌린 ‘아라’는 영문도 모른 채 사랑에 빠지고, 서툴러도 조금씩 사랑을 키워나가던 그때!  갑작스럽게 등장한 전 애인 ‘제임스’(노상현)가 폭로한 ‘창수’의 비밀!  내가 사랑에 빠진 게, 향수 때문이라고?  2023년 2월, 마법 같은 로맨스가 시작된다!","로맨스, 코미디",South Korea,,https://image.tmdb.org/t/p/w500/7ZxDVhp80rb4MDrDKOpq5czR8db.jpg,108,5.2,5,1.5296,Lim Seong-yong,"윤시윤, 설인아, 노상현, 문지인"
870144,어쩌면 우린 헤어졌는지 모른다,어쩌면 우린 헤어졌는지 모른다,2023-02-08,“헤어지자고 먼저 말한 건 너야” “헤어지자고 말 꺼내게 한 사람이 너잖아”  이별을 처리하는 데 걸리는 시간은 얼마나 될까? 연락처의 애칭을 풀네임으로 바꾸면? 카톡 친구를 삭제하면? SNS 팔로우를 끊으면?  사랑하는 사람에서 아는 사람으로 아는 사람에서 모르는 사람이 되기까지의 현실 이별 프로세스,"로맨스, 드라마","South Korea, Belgium, France, Italy, United States of America","26 Company, SND, Babe Films, Indigo Film",https://image.tmdb.org/t/p/w500/lWltivkNDGtZDrC1QANBkxe5M2a.jpg,103,5.6,10,0.8829,Hyung Seul-woo,"이동휘, 정은채, 강길우, 정다은"
1368306,Sensor,Sensor,2023-02-10,,공포,South Korea,Horror BBababam,,2,0.0,0,0.0143,,
1379858,나의 별에게 2,나의 별에게 2,2023-02-11,,"드라마, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/wjrv1Qhnr2m0FVkxIDyPeVQcTWJ.jpg,0,8.0,1,0.2795,Hwang Da-seul,"손우현, Kim Kang-min, Baek Song-ha, Jeon Jae Yeong"
1066297,두다다쿵: 후후섬의 비밀,두다다쿵: 후후섬의 비밀,2023-02-15,"“두다, 후후섬에 가면 잃어버린 엄마의 기억을 찾을 수 있을 거야!""  두다를 위해 친구들이 뭉쳤다! 후후섬에 가기 위해서는 신비의 꽃 , 빛나는 크리스탈을 찾아야 해! 우리 핑카 타고 모험을 떠나볼까?  “우와 ! 전설의 눈토끼 마을에 도착했어!”  뭐? 보름달이 뜰 때마다 용이 내려와 아기 토끼들을 데려간다고? 용으로부터 아기 토끼들을 구하고 후후섬에 가기 위한 보물들을 얻어야 해!",애니메이션,,,https://image.tmdb.org/t/p/w500/vUiLD1Nlj4EUCZoAHYreoPOHksd.jpg,75,0.0,0,0.0297,,
1434771,각자의사정,각자의사정,2023-02-16,,"드라마, 로맨스",,,https://image.tmdb.org/t/p/w500/9ZZfhj3ssR3ZpTlfgght5WQC82L.jpg,0,0.0,0,0.1225,,"강준규, 한정완, 차시혁"
1368307,The tagger,The tagger,2023-02-17,,공포,South Korea,Horror BBababam,,6,0.0,0,0.0143,,
